BIO_ZONE,observation,severity
Balsam-fir-yellow birch,922,5.147519752
Balsam-fir-yellow birch,923,56.71406267
Balsam-fir-yellow birch,924,56.71406267
Balsam-fir-yellow birch,925,56.71406267
Balsam-fir-yellow birch,926,56.71406267
Balsam-fir-yellow birch,927,30.57856563
Balsam-fir-yellow birch,928,30.57856563
Balsam-fir-yellow birch,929,30.57856563
Balsam-fir-yellow birch,930,30.57856563
Balsam-fir-yellow birch,931,94.41648036
Balsam-fir-yellow birch,932,94.41648036
Balsam-fir-yellow birch,933,94.41648036
Balsam-fir-yellow birch,934,94.41648036
Balsam-fir-yellow birch,935,34.10965443
Balsam-fir-yellow birch,936,34.10965443
Balsam-fir-yellow birch,937,34.10965443
Balsam-fir-yellow birch,938,34.10965443
Balsam-fir-yellow birch,939,59.56908424
Balsam-fir-yellow birch,940,59.56908424
Balsam-fir-yellow birch,941,59.56908424
Balsam-fir-yellow birch,942,59.56908424
Balsam-fir-yellow birch,943,44.4783732
Balsam-fir-yellow birch,944,44.4783732
Balsam-fir-yellow birch,945,44.4783732
Balsam-fir-yellow birch,946,44.4783732
Balsam-fir-yellow birch,947,55.11947184
Balsam-fir-yellow birch,948,55.11947184
Balsam-fir-yellow birch,949,55.11947184
Balsam-fir-yellow birch,950,55.11947184
Balsam-fir-yellow birch,951,20.89838876
Balsam-fir-yellow birch,952,20.89838876
Balsam-fir-yellow birch,953,20.89838876
Balsam-fir-yellow birch,954,27.2804631
Balsam-fir-yellow birch,955,27.2804631
Balsam-fir-yellow birch,956,30.33812939
Balsam-fir-yellow birch,957,30.33812939
Balsam-fir-yellow birch,958,66.69265384
Balsam-fir-yellow birch,959,66.69265384
Balsam-fir-yellow birch,960,58.06712551
Balsam-fir-yellow birch,961,58.06712551
Balsam-fir-yellow birch,962,75.43918465
Balsam-fir-yellow birch,963,75.43918465
Balsam-fir-yellow birch,964,8.442530978
Balsam-fir-yellow birch,965,8.442530978
Balsam-fir-yellow birch,966,71.58747511
Balsam-fir-yellow birch,967,71.58747511
Balsam-fir-yellow birch,968,73.48665972
Balsam-fir-yellow birch,969,73.48665972
Balsam-fir-yellow birch,970,16.03726538
Balsam-fir-yellow birch,971,16.03726538
Balsam-fir-yellow birch,972,34.95144092
Balsam-fir-yellow birch,973,34.95144092
Balsam-fir-yellow birch,974,36.73929351
Balsam-fir-yellow birch,975,36.73929351
Balsam-fir-yellow birch,976,4.086803635
Balsam-fir-yellow birch,977,4.086803635
Balsam-fir-yellow birch,978,43.21153577
Balsam-fir-yellow birch,979,43.21153577
Balsam-fir-yellow birch,980,11.92233877
Balsam-fir-yellow birch,981,11.92233877
